,index,id,station_name,open_date,status_code,fuel_type_code,ev_connector_types,ev_network,groups_with_access_code,access_days_time,street_address,city,zip,state,longitude,latitude,geometry,index_right,Tract,ZIP,County,ApproxLoc,TotPop19,CIscore,CIscoreP,Ozone,OzoneP,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,PopChar,PopCharSc,PopCharP,Child_10,Pop_10_64,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,Shape_Leng,Shape_Area,AAPI,Median HH Income,n_ev,n_roads,n_highways,dist_to_rd,dist_to_hw,n_rd_buffer,n_hw_buffer
26,26,21374,Music Center Parking - Level 2,2002-01-31,E,ELEC,['J1772'],Non-Networked,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",135 N Grand Ave,Los Angeles,90012,CA,-118.24789,34.057657,POINT (-118.24789 34.057657),402,6037207400,90012,Los Angeles,Los Angeles,1539,51.77958098,89.77559254,0.04791979,53.72744244,12.62517064,91.92283759,1.054895821,98.41941506,0.168341892,29.79310345,2025.671285,79.55738935,1934.587646,85.9625,787.9403354,92.53153491,-999.0,-999.0,37.15,92.45987309,40.05,86.1032708,2.135,93.07743216,7.0,66.73666527,15.0,96.0137457,79.61789654,9.721329353,99.9751089,30.75,26.3334995,-999.0,-999.0,10.73,35.90478564,11.3,46.22880283,23.8,91.21667343,34.2,60.45226131,10.6,88.40447683,-999.0,-999.0,51.34734809,5.326388923,52.58446798,2.2092,93.6972,4.0936,44.6394,15.0747,25.731,0.7147,1.6894,4622.08076324,875327.76508,12.1508,87000.0,28,59,16.0,67.17810464065387,65.74774783528916,105,15.0
27,27,21395,California State University - Northridge,2002-01-15,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; parking permit required,18111 Nordhoff St,Northridge,91330,CA,-118.523887,34.248959,POINT (-118.523887 34.248959),275,6037115103,91330,Los Angeles,Los Angeles,3381,-999.0,-999.0,0.06464682,93.62787803,11.91777546,73.95146235,0.182823772,58.74299938,0.0,0.0,542.6590017,53.16329082,836.666825,46.8125,726.638249,83.12726364,-999.0,-999.0,1.0,17.07726764,0.0,0.0,0.245,41.81336863,3.0,33.15833683,5.0,75.67010309,50.17416643,6.126255756,70.77784692,16.46,5.097208375,-999.0,-999.0,6.49,5.396311067,-999.0,-999.0,-999.0,-999.0,86.3,99.83668342,22.2,99.58355023,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,99.8817,0.1183,36.7643,25.9095,13.8125,0.0,4.8211,6793.28161493,1536570.0324,18.6927,43958.0,9,37,2.0,64.65679415695588,1119.4266714100938,49,
28,28,21396,California State University - Northridge,2002-01-15,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; parking permit required,18111 Nordhoff St,Northridge,91330,CA,-118.528543,34.241687,POINT (-118.528543 34.241687),275,6037115103,91330,Los Angeles,Los Angeles,3381,-999.0,-999.0,0.06464682,93.62787803,11.91777546,73.95146235,0.182823772,58.74299938,0.0,0.0,542.6590017,53.16329082,836.666825,46.8125,726.638249,83.12726364,-999.0,-999.0,1.0,17.07726764,0.0,0.0,0.245,41.81336863,3.0,33.15833683,5.0,75.67010309,50.17416643,6.126255756,70.77784692,16.46,5.097208375,-999.0,-999.0,6.49,5.396311067,-999.0,-999.0,-999.0,-999.0,86.3,99.83668342,22.2,99.58355023,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,99.8817,0.1183,36.7643,25.9095,13.8125,0.0,4.8211,6793.28161493,1536570.0324,18.6927,43958.0,9,37,2.0,128.89204808695376,833.900294729378,32,
29,29,21397,California State University - Northridge,2002-01-15,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; parking permit required,18111 Nordhoff St,Northridge,91330,CA,-118.532588,34.236853,POINT (-118.532588 34.236853),275,6037115103,91330,Los Angeles,Los Angeles,3381,-999.0,-999.0,0.06464682,93.62787803,11.91777546,73.95146235,0.182823772,58.74299938,0.0,0.0,542.6590017,53.16329082,836.666825,46.8125,726.638249,83.12726364,-999.0,-999.0,1.0,17.07726764,0.0,0.0,0.245,41.81336863,3.0,33.15833683,5.0,75.67010309,50.17416643,6.126255756,70.77784692,16.46,5.097208375,-999.0,-999.0,6.49,5.396311067,-999.0,-999.0,-999.0,-999.0,86.3,99.83668342,22.2,99.58355023,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,99.8817,0.1183,36.7643,25.9095,13.8125,0.0,4.8211,6793.28161493,1536570.0324,18.6927,43958.0,9,37,2.0,60.86294491495937,182.81988601170164,42,1.0
30,30,21398,Northridge Station,2019-04-01,T,ELEC,['J1772'],EV Connect,TEMPORARILY UNAVAILABLE (Public),0,8775 Wilbur Ave,Los Angeles,91324,CA,-118.544934,34.22947,POINT (-118.544934 34.22947),440,6037115404,91324,Los Angeles,Los Angeles,2800,48.87806083,86.61119516,0.06350576,91.05164904,12.62052222,91.87305538,0.097285133,36.34100809,0.0,0.0,561.7649994,53.82595649,1388.333084,75.075,726.638249,83.12726364,69.99669384,79.13043478,8.0,53.43411721,10.75,48.96231114,0.675,77.45863666,3.0,33.15833683,0.0,0.0,56.73625741,6.92748576,85.79962663,54.95,62.87387836,8.26,97.44675391,14.86,65.39132602,21.2,66.81852696,15.2,77.85897956,27.0,48.58040201,3.6,25.23425299,27.3,85.50063371,68.01793924,7.055671064,77.3827534,7.9286,81.5357,10.5357,47.6071,24.5714,7.0357,0.0,2.6071,3965.68685773,955304.198476,18.1786,66136.0,3,37,1.0,12.183652287619564,810.8085621574998,52,
31,31,21402,Los Angeles Harbor Department Headquarters,2013-03-26,E,ELEC,['J1772'],Non-Networked,Public,8am-5pm daily,425 S Palos Verdes St,San Pedro,90731,CA,-118.28192,33.740758,POINT (-118.28192 33.740758),1279,6037296220,90731,Los Angeles,Los Angeles,4447,54.00752665,91.67927383,0.03809217,16.77660236,11.70137136,66.30989421,0.831276895,97.01306783,0.0,0.0,4933.27653,92.36059015,503.3612808,21.1375,391.0791793,42.42537779,42.72680878,40.88216761,16.0,76.72639044,18.4,65.71476009,2.53,94.70549305,11.0,86.95926081,5.2,76.35738832,58.10631951,7.094770071,87.94026136,103.61,93.61914257,5.39,61.94508596,14.57,64.02043868,29.2,79.27107062,22.6,89.76857491,61.5,92.6758794,5.6,52.5247267,17.9,53.62484157,73.38395386,7.61230119,84.36712052,12.0756,73.7126,14.2118,65.2575,9.2647,12.7727,0.0,2.7434,2920.35530101,533612.001054,9.9617,30020.0,3,32,4.0,64.11999890246078,238.44126836577178,52,4.0
32,32,21414,Sylmar Station,2019-04-01,E,ELEC,['J1772'],EV Connect,Public,0,Village Way Dr,San Fernando,91342,CA,-118.449219,34.293717,POINT (-118.449219 34.293717),1607,6037107020,91342,Los Angeles,Los Angeles,5317,29.54297927,57.91729702,0.06718273,97.00062228,11.0285217,55.13378967,0.188788712,59.9751089,0.0,0.0,595.9679972,54.96374094,539.8754624,23.9125,673.6364878,74.23504434,55.89058678,59.83616887,0.8,10.07838746,5.25,31.51253528,1.565,90.74784911,0.0,0.0,1.15,36.54066438,46.68004366,5.699624059,61.34411948,59.2,68.25772682,4.41,36.14318707,12.26,48.30508475,31.9,82.30827639,15.8,78.99580457,29.0,52.26130653,2.1,7.144716294,12.2,24.46134347,49.9681445,5.183320683,50.26475038,17.5287,75.3432,7.1281,87.4177,4.0812,0.3385,0.0,0.3009,4452.86425382,993237.565915,7.8616,84289.0,1,55,,2.2296018142377196,216.04114494014968,92,4.0
33,33,21419,Getty Center,2013-07-01,E,ELEC,"['J1772', 'NEMA520']",Non-Networked,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,1200 Getty Center Dr,Los Angeles,90049,CA,-118.474585,34.077588,POINT (-118.474585 34.077588),1568,6037262302,90049,Los Angeles,Los Angeles,2845,6.538208423,5.862329803,0.051214,64.85376478,11.47355111,60.43559428,0.117734635,42.76291226,0.636498861,40.17241379,1315.266358,70.23005751,3943.716522,98.625,698.8720342,77.71949544,40.90080972,38.4120983,0.0,0.0,0.0,0.0,0.145,24.71211118,0.0,0.0,0.0,0.0,42.74841878,5.219573441,50.91474798,15.21,4.100199402,3.14,10.75186041,8.62,18.1331007,3.2,12.02227284,1.6,12.27500338,8.8,7.550251256,3.7,26.86100989,8.1,7.072243346,12.07560482,1.25263271,1.878466969,11.529,66.6081,21.8629,8.0844,82.4253,0.4569,0.0,2.4956,9794.05889404,3061555.53473,6.5378,158571.0,1,105,3.0,72.3241279664824,360.01009919437575,65,3.0
34,34,21450,Los Angeles County - Arboretum,2014-06-01,E,ELEC,['J1772'],POWERFLEX,Public,24 hours daily,301 N Baldwin Ave,Arcadia,91007,CA,-118.050548,34.145528,POINT (-118.050548 34.145528),1117,6037430701,91007,Los Angeles,Arcadia,5846,17.25527427,30.92536561,0.06133785,84.57996266,11.74239688,67.72868699,0.215894254,64.85376478,0.0,0.0,1220.157349,68.96724181,2464.934322,92.2875,669.9236259,73.72299238,73.06017994,82.54568368,2.4,27.82754759,5.0,30.88162045,0.245,41.81336863,0.0,0.0,2.0,52.89805269,54.78519198,6.689261059,81.92906036,19.0,7.851445663,3.88,23.91583269,7.63,11.01694915,3.5,13.66742597,13.1,71.67411016,21.4,36.98492462,2.9,15.83810515,15.1,39.20152091,24.86731327,2.57954864,13.09884014,12.9661,70.7663,16.2675,15.5149,28.0363,1.4369,0.0,2.4974,8311.41985448,2990384.02405,52.5145,92500.0,1,76,9.0,46.84339766147178,376.4569444464201,37,6.0
35,35,21498,City of Glendora - City Hall,2002-04-30,E,ELEC,['J1772'],Non-Networked,Public,5am-2am daily,114 S Vista Bonita Ave,Glendora,91741,CA,-117.864,34.13556,POINT (-117.864 34.13556),2197,6037401102,91741,Los Angeles,Glendora,3896,32.14841043,62.68280383,0.06236471,88.69943995,12.06299327,81.96639701,0.322687456,78.68077162,0.0,0.0,1140.53835,67.11677919,955.9514958,55.4,437.6149136,51.33008617,63.44177758,70.72463768,4.5,40.83613289,1.5,10.64253694,0.4,61.57511582,0.0,0.0,2.5,59.17525773,52.64177886,6.427550743,77.21219664,40.68,42.5224327,5.06,54.11855273,12.96,53.55184447,12.9,50.51885599,10.2,62.66071187,25.0,44.40954774,3.6,25.23425299,17.0,49.02408112,48.21688329,5.001657975,47.69288956,17.9928,70.2772,11.73,36.9097,39.117,0.693,0.0,6.0832,4856.75345962,1282907.37017,17.1971,79539.0,1,106,2.0,2.1431224058063636,907.4990995935558,110,
36,36,21524,DoubleTree Hotel - Los Angeles - Westside,2019-12-31,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; guest use only,6161 Centinela Ave,Culver City,90230,CA,-118.3966,33.9826,POINT (-118.3966 33.9826),873,6037703001,90056,Los Angeles,Culver City,6503,24.61636654,48.00806858,0.04435661,37.57311761,11.69361957,65.99875544,0.188282274,59.91288114,0.0,0.0,2410.809692,82.10802701,2558.331168,93.15,312.4414681,25.88984638,36.75771394,32.85444234,17.25,78.25681224,49.5,89.98837788,0.695,78.0542687,7.0,66.73666527,7.5,84.74226804,59.64248197,7.282335202,90.32980709,39.43,40.65304088,5.61,67.16705158,9.37,24.21485543,1.5,3.872437358,1.0,6.266071187,7.4,4.912060302,5.4,49.85684539,15.4,40.89987326,32.5865534,3.380284738,23.8401412,12.6403,74.2427,13.117,13.0555,34.5994,23.8967,0.0,5.7819,13019.2647322,4745465.31005,22.6665,109389.0,25,197,26.0,74.4183975605407,63.18967025103608,94,21.0
37,37,21525,Helms Bakery Building,2017-04-25,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily,8800 Venice Blvd,Los Angeles,90034,CA,-118.385231,34.029971,POINT (-118.385231 34.029971),812,6037270200,90034,Los Angeles,Los Angeles,3226,30.55675174,59.75794251,0.04632538,46.9943995,11.74486853,67.81580585,0.869946928,97.3490977,0.001641123,6.206896552,1954.944743,78.78219555,2386.836899,91.4375,753.2843081,85.60009991,57.89449783,62.81033396,20.25,82.19484882,36.5,83.99468703,1.6,90.95962938,7.0,66.73666527,2.0,52.89805269,69.86861963,8.530944579,98.38207841,29.52,24.1774676,3.8,22.08108802,9.78,27.85393819,21.8,67.78030878,5.3,39.20692922,26.0,46.39447236,1.9,5.570015617,20.0,62.82636248,34.52989115,3.581872026,26.65153807,7.2846,78.6423,14.0732,52.4179,26.4414,6.5096,0.0,4.2157,4364.03716554,758394.016729,10.4154,67516.0,4,62,9.0,92.03943732563673,109.89127566045708,101,8.0
38,38,21569,San Dimas Park & Ride,2002-05-30,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily,205 S San Dimas Ave,San Dimas,91773,CA,-117.809208,34.105275,POINT (-117.809208 34.105275),2316,6037401311,91773,Los Angeles,San Dimas,6120,25.25371753,49.36964196,0.06037951,82.6260112,12.35028538,90.14312383,0.447082962,87.31798382,0.094584549,25.5862069,724.2109985,58.75218805,1625.412242,80.6125,526.5261968,62.83252154,57.17237723,61.71392565,1.0,17.07726764,3.0,22.11522497,1.245,88.32561218,8.0,72.15455691,1.95,44.53608247,62.07928803,7.579868737,93.34163037,40.67,42.49750748,3.32,13.24095458,12.36,49.36440678,6.9,29.67603138,1.1,7.375828935,25.7,45.74120603,1.3,2.290473712,19.5,60.9252218,32.11802099,3.331682699,23.00806858,14.3954,70.1471,15.4575,34.0033,53.6111,0.768,0.0,2.7288,9559.75638767,4293860.43209,8.8889,80811.0,2,262,10.0,11.141633378242988,290.9334543464117,101,4.0
39,39,21594,City of Pasadena - El Molino Lot,2002-05-30,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; pay lot,100 N El Molino Ave,Pasadena,91101,CA,-118.136621,34.147709,POINT (-118.136621 34.147709),1047,6037462202,91101,Los Angeles,Pasadena,2775,31.2175268,61.09430156,0.05763123,76.93839452,11.13912936,56.07965152,0.931191005,97.75980087,0.0,0.0,1042.800303,64.47861965,2127.070127,88.85,634.1263363,71.12526539,26.03955247,18.96660365,8.0,53.43411721,10.3,47.88311473,0.645,76.43944408,0.0,0.0,4.0,70.42382589,56.06189476,6.845146215,84.53018046,29.35,23.87836491,2.87,7.775211701,12.23,47.75672981,4.0,16.2110858,13.3,72.2560563,42.1,72.16080402,6.7,64.51067153,25.8,82.15462611,43.96437545,4.560534694,41.08673727,8.6486,79.7477,11.6036,15.4595,42.018,8.0,0.0,3.9279,3033.48851672,569012.723473,30.5946,64388.0,7,26,4.0,30.943908471736037,246.45746947299122,54,5.0
40,40,21609,LADWP - Scattergood Generating Facility,1999-10-15,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,12700 Vista del Mar,Playa del Rey,90293,CA,-118.425334,33.917593,POINT (-118.425334 33.917593),260,6037980028,90045,Los Angeles,Los Angeles,0,-999.0,-999.0,0.04320513,32.1468575,11.96866046,76.73926571,0.710311721,95.64405725,0.978983428,42.72413793,3418.770142,86.45911478,1812.602843,84.075,-999.0,-999.0,-999.0,-999.0,13.55,72.41508025,100.8,96.62958658,2.06,92.73328921,0.0,0.0,2.25,55.50973654,67.57344986,8.250704806,97.31176105,24.48,15.49102692,-999.0,-999.0,9.88,28.82602193,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25107.1349282,17364384.4531,-1998.0,0.0,8,186,55.0,39.019245215137296,297.3067626105408,23,2.0
41,41,21612,Los Angeles Department of Public Works - Baldwin Park Construction Permit Office,2015-12-31,E,ELEC,['J1772'],Non-Networked,Private - Government only,0,14747 E Ramona Blvd,Baldwin Park,91706,CA,-117.95463,34.089085,POINT (-117.95463 34.089085),483,6037405102,91706,Los Angeles,Baldwin Park,5639,54.21208506,91.80534544,0.05846283,78.00871189,11.87892599,72.40821406,0.166736745,55.38270068,0.0,0.0,1785.31366,76.8192048,651.0730791,32.225,745.1908893,84.92569002,60.56773632,66.57844991,12.0,68.94363568,21.25,69.79910344,0.45,65.91661152,0.0,0.0,8.2,86.87285223,58.29781114,7.11815116,88.43808339,66.86,76.12163509,5.64,67.65460611,14.78,65.06729811,40.7,90.45811187,32.3,96.65719312,48.0,79.66080402,4.6,39.21134826,25.0,80.13941698,73.41994398,7.616034535,84.46797781,13.2648,74.4281,12.3071,72.1405,4.7881,2.2344,0.4611,0.0,4816.00152452,957783.916071,20.376,49130.0,3,75,2.0,30.905207753463696,199.93220818465323,89,4.0
42,42,21618,Los Angeles Department of Public Works - Imperial Maintenance Yard,2017-10-20,E,ELEC,['J1772'],Non-Networked,Private - Government only,0,5525 Imperial Hwy,South Gate,90280,CA,-118.175758,33.930663,POINT (-118.175758 33.930663),2107,6037540000,90262,Los Angeles,Lynwood,7139,68.47437602,98.76449823,0.04435661,37.57311761,12.04697253,80.9334163,0.972438957,98.04604854,0.0,0.0,7876.333211,96.08652163,3490.191587,97.7625,500.3474474,60.58448857,84.2440019,92.85444234,4.65,41.19074281,4.0,26.16636228,0.615,75.35407015,10.0,82.96934061,7.0,83.27605956,67.58381628,8.251970543,97.3242066,67.6,76.8444666,5.52,65.02437773,18.77,83.51196411,51.7,97.25385978,15.8,78.99580457,48.9,80.55276382,10.1,86.75169183,25.2,80.747782,79.99365827,8.297942371,92.54916793,14.3437,77.0836,8.5726,95.0833,1.3867,2.6334,0.0,0.2101,6011.27723364,1855282.73506,0.6864,59330.0,1,147,16.0,5.076872127005905,4.581299071965731,88,13.0
43,43,25171,LADWP - Wilmington District Yard,2019-04-01,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,315 N Island Ave,Wilmington,90744,CA,-118.265821,33.773005,POINT (-118.265821 33.773005),1594,6037294830,90744,Los Angeles,Los Angeles,4134,64.76295548,97.73071104,0.03809217,16.77660236,11.77535951,68.86123211,1.949143879,99.73864343,0.0,0.0,8956.069985,96.77419355,211.6913887,4.5375,391.0791793,42.42537779,81.18893209,90.33396345,44.5,94.71817842,20.6,68.98555537,0.98,84.87094639,8.0,72.15455691,2.75,60.52691867,60.37103644,7.371291558,91.48724331,76.33,83.00099701,6.4,82.14010778,21.61,92.82153539,49.4,96.22880283,21.4,88.34754365,58.9,90.86683417,5.3,48.25611661,32.1,93.33333333,84.69703642,8.785835557,96.40695915,15.4088,78.5922,5.999,93.5414,0.7741,3.4107,0.0,1.4756,4170.00888265,883763.246728,0.7983,44527.0,2,28,4.0,1.6841883824818342,253.9981186323145,39,4.0
44,44,28007,Los Angeles International Airport (LAX) - Lot 1,2011-02-15,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; pay lot,1 World Way,Los Angeles,90045,CA,-118.399767,33.944761,POINT (-118.399767 33.944761),260,6037980028,90045,Los Angeles,Los Angeles,0,-999.0,-999.0,0.04320513,32.1468575,11.96866046,76.73926571,0.710311721,95.64405725,0.978983428,42.72413793,3418.770142,86.45911478,1812.602843,84.075,-999.0,-999.0,-999.0,-999.0,13.55,72.41508025,100.8,96.62958658,2.06,92.73328921,0.0,0.0,2.25,55.50973654,67.57344986,8.250704806,97.31176105,24.48,15.49102692,-999.0,-999.0,9.88,28.82602193,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25107.1349282,17364384.4531,-1998.0,0.0,8,186,55.0,26.194500987804705,386.2236032292083,50,6.0
45,45,33177,LADWP - Boylston,2016-10-15,E,ELEC,['J1772'],Non-Networked,Private - Government only,Employee use only,1141 W 2nd St,Los Angeles,90026,CA,-118.256812,34.059047,POINT (-118.256812 34.059047),404,6037208000,90026,Los Angeles,Los Angeles,7508,69.81435669,99.05446293,0.04791979,53.72744244,12.53587816,91.27566895,0.769370291,96.39079029,0.046765733,20.55172414,1906.571736,78.24456114,2879.594269,95.275,787.9403354,92.53153491,58.33828501,63.52867045,25.65,86.58081374,20.0,68.42105263,0.96,84.71211118,7.0,66.73666527,9.2,89.14089347,75.66655178,9.238870943,99.63907903,41.43,43.84346959,7.59,94.50859636,10.45,33.59920239,31.9,82.30827639,18.8,84.78819867,59.6,91.45728643,10.1,86.75169183,35.6,96.57794677,72.84688473,7.556589666,83.85022693,11.7741,82.2323,5.9936,63.4923,9.6963,10.1758,0.0,2.6105,4339.16087813,966141.19582,14.025,37330.0,3,64,7.0,3.831893758904953,182.6631385865118,103,10.0
46,46,33178,LADWP - Central District,1999-10-15,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,1350 S Wall St,Los Angeles,90015,CA,-118.256673,34.033898,POINT (-118.256673 34.033898),1916,6037226002,90021,Los Angeles,Los Angeles,1820,75.54569555,99.72264246,0.04716458,50.54138146,12.25156535,89.19726198,0.703502823,95.45737399,0.0,0.0,2428.106649,82.24556139,1931.043768,85.9375,787.9403354,92.53153491,64.02110818,71.5942029,58.7,97.20044793,28.3,78.11721733,6.875,98.75579087,7.0,66.73666527,15.05,96.03665521,76.41518649,9.330279092,99.76353454,134.16,97.65702891,5.83,71.64485502,14.79,65.09222333,25.7,74.41154138,24.4,91.8121532,44.5,75.40201005,8.7,79.72410203,21.4,68.54245881,78.05491109,8.096831274,90.40595058,4.3407,89.9451,5.7143,43.5714,33.4615,11.4286,0.0,3.2418,6520.37089981,2564605.96538,8.2967,37643.0,10,100,15.0,1.8436858178948095,101.82215491509056,71,9.0
47,47,33179,LADWP - Lincoln Heights District,2016-01-01,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,3101 Artesian St,Los Angeles,90031,CA,-118.21713,34.081998,POINT (-118.21713 34.081998),1899,6037199000,90031,Los Angeles,Los Angeles,5391,66.94956256,98.39889057,0.04981739,60.9334163,12.97004897,93.65276914,0.675848065,94.88487866,0.0,0.0,1700.55599,75.80645161,2459.873712,92.2125,817.1889892,94.79205695,63.54302421,70.88846881,63.6,97.64837626,32.6,81.7532791,0.725,79.21906023,8.0,72.15455691,12.5,94.11225659,76.92338039,9.392329467,99.80087119,60.2,69.17996012,6.33,80.98537336,9.9,29.05034895,36.5,86.86408504,25.1,92.39409934,49.1,80.77889447,5.8,55.0234253,22.8,73.40937896,68.71626872,7.128110529,78.4795764,13.4669,74.8655,11.6676,66.5368,5.268,1.0759,0.0,1.0573,5795.2481146,1560427.77139,26.062,57625.0,5,117,12.0,2.258614907855563,440.04793774067997,97,8.0
48,48,33180,LADWP - Receiving Station C,2016-01-01,E,ELEC,['J1772'],Non-Networked,Private - Government only,Fleet use only,900 E Lomita Blvd,Wilmington,90744,CA,-118.257977,33.799476,POINT (-118.257977 33.799476),926,6037980002,90745,Los Angeles,Carson,0,-999.0,-999.0,0.03975537,20.84629745,11.82071647,70.34225264,0.438653842,86.9695084,0.009390779,12.37931034,46923.56641,99.87496874,1705.208773,82.0875,-999.0,-999.0,-999.0,-999.0,102.25,99.29078014,162.55,98.52233106,14.135,99.81469226,21.0,98.71902562,15.7,96.42611684,74.24040057,9.064738163,99.41505912,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11525.1987217,6970973.56099,-1998.0,0.0,3,173,18.0,1.3565596254292396,0.6281173730074094,98,12.0
49,49,33182,LADWP - Valley Center Admin Lot,2019-05-06,E,ELEC,"['CHADEMO', 'J1772']",Non-Networked,Private - Government only,Fleet and employee use only,14401 Saticoy St,Van Nuys,91405,CA,-118.444358,34.208708,POINT (-118.444358 34.208708),1505,6037127102,91405,Los Angeles,Los Angeles,5779,60.5734447,96.04135149,0.06350576,91.05164904,11.6846695,65.78718108,0.607232883,93.14250156,0.0,0.0,807.2599689,60.56514129,1159.363223,66.9,726.638249,83.12726364,62.55514058,69.27536232,37.0,92.29189996,0.0,0.0,0.445,65.17538054,0.0,0.0,0.3,12.87514318,55.51025316,6.777790884,83.34785314,109.67,94.8778664,6.33,80.98537336,20.85,89.93020937,31.7,81.99190078,21.8,88.83475436,50.6,82.53768844,8.3,77.09526288,28.6,88.09885932,86.15475477,8.93704833,97.31467474,15.5736,78.1623,6.2641,72.054,13.4798,5.3816,0.0,2.5091,3748.01282218,855863.207258,6.5755,44955.0,2,30,1.0,0.6648284372960154,485.35713193928854,37,2.0
